name,age,gender,marital_status,cibil_score,monthly_income,employment_type,family_size,dependents,education_level
Jennifer Stevens,33,Female,Single,772,108020,Self-Employed,6,1,PhD
Eric Thompson DDS,42,Male,Single,738,181094,Salaried,1,0,Master
Richard Robinson,23,Female,Married,530,161204,Self-Employed,6,1,Bachelor
James Bush,46,Female,Single,332,49424,Salaried,4,0,PhD
Jerry Kaiser,54,Female,Single,666,121443,Salaried,5,0,Master
Shirley Simmons,37,Female,Single,712,158600,Salaried,4,3,High School
Scott Burnett,24,Female,Married,614,78857,Salaried,6,2,PhD
Morgan Cohen,54,Female,Married,763,184848,Salaried,5,3,High School
Michael Lynn,36,Female,Married,439,40674,Salaried,2,0,Master
Robin Hansen,52,Male,Single,538,115005,Salaried,6,4,High School
Felicia Trujillo,52,Male,Single,365,139783,Salaried,6,3,Bachelor
Alex Barnett,21,Female,Single,736,199299,Unemployed,3,0,Master
Michael Knight,52,Male,Married,458,80265,Self-Employed,3,2,High School
Melissa Kennedy,50,Female,Single,392,94110,Salaried,2,0,High School
Morgan Burnett,42,Male,Single,614,99755,Salaried,1,0,Bachelor
Donna Smith,38,Male,Married,380,111957,Salaried,3,1,Master
Catherine Wood,48,Female,Married,399,187165,Salaried,4,1,Bachelor
William Stokes,57,Female,Single,871,183465,Salaried,4,1,High School
Kim Medina,45,Male,Single,367,68920,Salaried,1,0,Bachelor
Amanda Murphy,54,Male,Married,860,97287,Self-Employed,4,2,Master
Abigail Bennett,45,Male,Single,780,74206,Salaried,2,1,Bachelor
Mary Mullen,36,Male,Married,823,164827,Self-Employed,2,0,Master
Thomas Michael,22,Female,Married,432,125809,Salaried,5,2,Bachelor
Eric Mercado,45,Female,Single,511,103742,Unemployed,5,0,Master
John Turner,33,Male,Single,678,192231,Self-Employed,6,2,Bachelor
Elizabeth Harris,35,Female,Single,811,42666,Salaried,3,2,Master
Diane Davis,22,Male,Single,768,39079,Self-Employed,6,5,Master
Dominique Hardy,49,Female,Single,373,127007,Salaried,3,2,Bachelor
David Mccarty,52,Female,Single,608,105720,Salaried,5,1,High School
Todd Fields,50,Female,Single,696,41288,Salaried,1,0,Master
Shawn Obrien,44,Female,Single,417,114440,Self-Employed,4,3,PhD
Amber Simon,35,Female,Single,688,183672,Unemployed,6,2,Master
Edward Hutchinson,24,Female,Single,363,37749,Unemployed,6,1,Master
Wesley Cole,36,Male,Single,453,21408,Unemployed,2,0,Master
Patricia Wade,58,Male,Married,549,144095,Self-Employed,4,2,PhD
Kimberly Johnson,27,Male,Single,679,165032,Self-Employed,3,2,PhD
Sara Jones,42,Male,Married,336,141310,Salaried,2,0,Bachelor
Thomas Dunn,44,Male,Married,487,36598,Self-Employed,1,0,PhD
Gail Garcia,48,Female,Single,310,143565,Salaried,3,1,PhD
Robert Perez,32,Female,Married,797,174392,Self-Employed,6,4,PhD
Timothy Middleton,47,Male,Married,314,138887,Unemployed,2,0,Master
Kevin Mckinney,21,Female,Married,457,66572,Unemployed,4,1,High School
Laura Sherman,24,Female,Single,405,132606,Self-Employed,2,1,Master
Michael Aguilar,23,Male,Married,544,155577,Self-Employed,5,2,High School
Monica Williams,53,Male,Single,351,32395,Salaried,3,2,PhD
Megan Hanson,29,Male,Married,743,120006,Salaried,1,0,Master
Lori Johnson,31,Male,Married,381,56316,Self-Employed,3,0,Bachelor
Sarah Sullivan,52,Female,Single,567,190120,Self-Employed,1,0,Master
Jeffery Mills,37,Female,Married,383,76510,Unemployed,1,0,Master
Leroy Jones,49,Female,Single,846,39120,Salaried,3,1,Bachelor
Kristy Martin,36,Female,Single,827,92220,Salaried,5,4,PhD
Scott Taylor,46,Male,Married,890,53574,Unemployed,5,3,PhD
Jacob Dunn,25,Male,Married,538,79418,Salaried,5,1,Master
Jonathan Wiley,54,Male,Single,839,114563,Self-Employed,2,0,Master
Tony Cooper,60,Female,Married,899,142747,Salaried,3,2,Bachelor
Tiffany Lewis,52,Male,Married,383,113235,Self-Employed,5,0,PhD
Jose Reynolds,56,Female,Married,338,36611,Unemployed,4,1,Bachelor
Alicia Martin,36,Male,Married,688,157008,Self-Employed,4,0,PhD
Paula Howell,41,Female,Single,506,97860,Unemployed,6,3,Bachelor
Patty Carr,58,Male,Single,760,177202,Unemployed,4,0,Bachelor
Sarah Barnes,48,Male,Married,520,150445,Self-Employed,3,1,Master
Taylor White,60,Male,Single,725,39943,Salaried,4,0,PhD
Brian Mccormick,54,Female,Single,445,140399,Salaried,1,0,Bachelor
Hannah Williams,59,Male,Married,686,132003,Salaried,5,1,PhD
Randall Martinez,34,Female,Single,507,143892,Salaried,2,0,Master
Jonathan Dixon,37,Female,Single,574,148181,Unemployed,2,0,PhD
Curtis Gonzalez,21,Female,Married,658,103490,Self-Employed,2,1,Bachelor
Bryan Cook,31,Male,Married,758,155076,Unemployed,2,0,Bachelor
Dale Ortiz,32,Male,Single,447,130608,Unemployed,3,2,Master
Devon Ellis,24,Female,Single,666,53058,Unemployed,6,3,Master
Andrea Parker,32,Male,Married,859,115696,Salaried,4,3,Master
Julie Yoder,47,Female,Married,485,187489,Self-Employed,6,3,PhD
Daniel Vaughn,38,Male,Single,490,109482,Unemployed,4,3,High School
Sydney Briggs,32,Male,Single,817,134551,Self-Employed,2,0,Master
Kevin Davis,35,Male,Single,404,92789,Self-Employed,5,4,PhD
Carlos Johnson,22,Female,Single,705,57352,Unemployed,6,3,Bachelor
Bruce Elliott,30,Female,Married,511,106673,Unemployed,1,0,PhD
Barbara Jones,56,Male,Single,793,172619,Unemployed,6,2,High School
Jesse Pierce,29,Male,Married,802,21768,Salaried,4,2,PhD
Joel Perkins,44,Female,Married,332,114614,Unemployed,1,0,Master
Kelly Williams,58,Male,Married,890,156760,Salaried,3,2,High School
Chad Walker,28,Male,Single,661,83038,Unemployed,2,0,Bachelor
Philip Williams,34,Male,Married,451,104565,Unemployed,3,0,Bachelor
Susan Klein MD,58,Female,Single,680,65564,Salaried,2,0,Master
Tina Villa,21,Male,Single,854,69338,Unemployed,3,0,PhD
Michael White,32,Male,Single,620,116852,Salaried,6,5,Master
Diane Benitez,54,Female,Married,392,93822,Salaried,3,2,Master
Stephanie Morton,49,Male,Married,625,71314,Unemployed,3,0,High School
Elizabeth Myers,47,Male,Married,364,62360,Unemployed,3,0,Bachelor
Sydney Farrell,46,Female,Single,859,182980,Self-Employed,2,0,High School
Erika Alvarado,27,Male,Single,614,95451,Unemployed,1,0,Bachelor
Leslie Hall,26,Male,Married,486,144922,Salaried,3,2,Bachelor
Sandra Hall,21,Male,Single,739,199807,Salaried,3,2,Bachelor
Matthew Sims,27,Female,Married,498,46897,Salaried,5,3,Bachelor
Hannah Wright,36,Male,Single,793,44793,Self-Employed,2,1,PhD
Michael Cantu,57,Female,Married,858,133793,Unemployed,4,0,PhD
Lisa Villanueva,25,Female,Married,810,162513,Salaried,6,1,PhD
Michael Miller,32,Female,Single,630,166565,Self-Employed,5,0,PhD
Madison Flowers,54,Male,Married,425,199663,Unemployed,2,0,Bachelor
Jessica Thompson,54,Male,Married,689,80664,Salaried,6,5,High School
Jennifer Anderson,43,Male,Married,681,97078,Self-Employed,1,0,PhD
David Cross,36,Male,Single,599,88608,Self-Employed,5,4,PhD
Christopher Camacho,28,Male,Single,639,166980,Salaried,6,0,High School
Zoe Owens,56,Male,Married,431,131538,Self-Employed,4,3,Master
Roy Moreno,24,Female,Married,342,76554,Salaried,2,0,PhD
Dennis Bryan,29,Female,Single,776,76057,Unemployed,3,1,High School
Russell Hughes,41,Male,Married,741,156113,Salaried,6,0,Master
Phillip Nelson,25,Female,Married,392,156857,Unemployed,5,0,Master
Joseph Thornton,53,Male,Married,720,198802,Self-Employed,4,0,PhD
Frank Solomon,41,Female,Single,515,39638,Self-Employed,2,0,PhD
Dale Nunez,27,Male,Married,753,16481,Self-Employed,4,2,PhD
Brandon Scott,47,Female,Single,589,103421,Unemployed,4,0,Bachelor
Terrance Cisneros,60,Male,Single,779,36981,Salaried,3,0,Master
Nathan Heath,30,Male,Married,720,169860,Self-Employed,4,1,Bachelor
Cynthia Richardson,23,Female,Single,442,170962,Unemployed,3,2,High School
Matthew Kirk,26,Male,Single,528,95727,Salaried,4,2,Bachelor
Alicia Green,40,Female,Married,831,171499,Salaried,6,4,PhD
Tammy Clark,54,Male,Married,355,27424,Self-Employed,4,2,Bachelor
Jonathan Castillo,24,Female,Married,321,184490,Self-Employed,2,0,Bachelor
Dr. Kevin Rogers DDS,35,Female,Single,601,64881,Self-Employed,1,0,High School
Justin Farley,36,Female,Married,587,125899,Unemployed,3,0,Master
Courtney Jensen,35,Male,Married,829,83887,Self-Employed,6,2,Bachelor
Deanna Wilson,41,Female,Married,651,47002,Salaried,4,2,PhD
Jacqueline Kramer,50,Male,Married,591,55120,Self-Employed,1,0,High School
Gregg Proctor,51,Male,Married,571,39423,Salaried,3,2,PhD
Kelly Henderson,36,Female,Married,793,188891,Unemployed,4,3,High School
Terry Thomas,25,Male,Single,426,189866,Salaried,2,0,High School
Hailey Wilcox,37,Female,Married,855,132752,Self-Employed,3,2,Master
Angela Beck,26,Female,Single,682,35705,Self-Employed,1,0,High School
Kevin Stewart,21,Female,Married,500,123381,Salaried,4,2,High School
Bonnie Hunter,41,Male,Single,400,142659,Salaried,3,0,High School
Cody Castillo,51,Female,Married,332,26624,Self-Employed,1,0,PhD
Christopher Johnson,28,Female,Married,376,88537,Unemployed,3,1,High School
Mark White,42,Female,Single,647,145100,Salaried,4,1,PhD
Joseph Sanders,53,Male,Single,460,112581,Salaried,5,2,Master
Stacy Frey,51,Male,Single,585,155486,Unemployed,5,4,High School
Olivia Butler,49,Female,Married,893,160247,Unemployed,5,1,Master
Tristan Berry,37,Male,Single,827,118565,Self-Employed,2,0,Bachelor
Michael Williams,36,Male,Single,427,176886,Unemployed,5,4,High School
Sylvia Erickson,53,Male,Married,471,38278,Salaried,1,0,PhD
Walter Kemp,37,Female,Single,473,130868,Unemployed,1,0,Bachelor
Blake Valdez,45,Female,Married,340,198088,Salaried,6,1,Master
Diane Jones,43,Male,Single,838,37249,Self-Employed,5,4,High School
Raven Mclaughlin,59,Male,Single,688,178318,Salaried,5,1,Bachelor
April Nicholson,27,Female,Married,601,109237,Salaried,1,0,Master
Steve Bradley,54,Male,Single,305,96773,Salaried,3,1,High School
Michelle Adams,23,Male,Married,509,151239,Salaried,5,4,Master
Christy Garcia,47,Female,Single,808,108740,Salaried,3,2,High School
Michael Smith,21,Male,Married,376,185696,Unemployed,6,1,PhD
Andre Spears,35,Female,Single,889,65769,Unemployed,5,0,Bachelor
Sarah Walker,36,Female,Married,778,155367,Unemployed,3,2,High School
Brian Schaefer,33,Female,Single,447,103161,Unemployed,5,1,Bachelor
Todd Carr,42,Male,Married,744,16181,Self-Employed,4,3,PhD
William Thomas,38,Male,Single,319,113238,Self-Employed,6,0,PhD
Anne Nelson,60,Male,Single,554,93187,Unemployed,2,1,PhD
Victor Solis,24,Female,Married,747,35388,Self-Employed,2,0,Bachelor
Rebecca Smith,34,Female,Single,360,34432,Unemployed,3,2,Bachelor
Shannon Adams,59,Male,Single,826,59516,Self-Employed,1,0,PhD
Lisa Farley,21,Male,Married,874,143132,Self-Employed,4,1,Bachelor
Andrew Wall MD,59,Female,Married,326,68612,Self-Employed,5,4,Master
Jeffrey Morgan,23,Male,Married,898,169562,Unemployed,1,0,High School
Katherine Collins,44,Female,Single,774,52694,Salaried,2,1,Bachelor
Lori Washington,34,Male,Married,383,28849,Salaried,6,2,Master
Thomas Moreno,59,Male,Single,784,179651,Salaried,2,0,Master
Ryan Holmes,52,Male,Single,693,47669,Salaried,2,0,Bachelor
April White,52,Male,Single,788,176789,Salaried,4,3,High School
Ashley Taylor,27,Male,Single,470,35266,Salaried,6,3,Bachelor
Tara Phelps,39,Female,Married,663,91786,Salaried,2,1,PhD
Ashley Quinn,51,Female,Married,566,80403,Salaried,6,4,Bachelor
Mr. Colton Barrera MD,24,Female,Married,407,61099,Self-Employed,4,1,Master
Ricardo Hicks,36,Female,Single,332,59143,Unemployed,6,1,High School
Alec Watkins,60,Female,Single,698,115038,Self-Employed,4,2,Master
Gabriel Brown,50,Female,Married,360,37233,Unemployed,3,2,Master
Albert Mckinney,59,Male,Married,643,125041,Salaried,6,5,Master
Nicole Duncan,53,Female,Single,605,199658,Self-Employed,2,1,High School
Alexis Jenkins MD,46,Female,Married,702,108757,Unemployed,4,3,Master
Fernando Hudson,22,Female,Single,399,192643,Unemployed,4,2,Bachelor
Gary Reed,21,Female,Single,631,172273,Salaried,5,2,Bachelor
Timothy Fisher,30,Male,Single,789,111731,Self-Employed,1,0,PhD
Judith Richardson,60,Male,Married,890,64051,Self-Employed,1,0,PhD
Lisa Weaver,36,Female,Single,814,40742,Self-Employed,6,0,PhD
Manuel Gaines,51,Male,Single,413,163219,Unemployed,4,2,Master
Jamie Freeman,41,Female,Married,763,148074,Salaried,2,0,High School
Krystal Smith,51,Female,Single,500,197231,Salaried,3,1,High School
Joshua Moore,49,Female,Married,552,96531,Self-Employed,1,0,PhD
Kayla Hughes,45,Female,Single,599,198744,Salaried,6,3,PhD
Jamie Wells,31,Male,Single,387,50416,Salaried,3,0,High School
Jordan Strong,22,Female,Single,553,27034,Unemployed,2,1,PhD
Wesley Murphy,27,Female,Married,314,68304,Unemployed,1,0,High School
Christine Terry,29,Female,Married,362,30276,Salaried,1,0,Bachelor
Connie Richards,49,Male,Single,776,95066,Unemployed,3,1,Master
Laurie Waller,39,Male,Married,894,61725,Salaried,5,3,High School
Jennifer Martin,21,Female,Single,428,179156,Self-Employed,4,0,Bachelor
Mrs. Jasmine Mason,39,Male,Married,373,130782,Salaried,6,2,Master
Alexandra Watson,27,Female,Married,777,59441,Self-Employed,5,2,High School
Shannon Compton,29,Male,Single,862,80870,Salaried,3,2,Master
Marie Reese,55,Male,Married,541,50546,Self-Employed,4,1,High School
Jason Smith,33,Female,Single,715,197765,Salaried,2,1,Bachelor
Lisa Bass,40,Male,Single,453,101930,Self-Employed,5,2,Master
Larry Fisher,53,Male,Single,758,176460,Self-Employed,4,0,High School
Michael Blankenship,60,Female,Married,716,81195,Salaried,2,0,Bachelor
Michelle Wagner,37,Female,Married,721,92696,Salaried,4,3,PhD
Ricky Brooks,29,Male,Single,403,152201,Self-Employed,1,0,High School
Ashley Vasquez,52,Female,Single,651,118257,Self-Employed,1,0,PhD
Kimberly Beard,29,Male,Married,400,131333,Unemployed,4,0,Bachelor
Michelle Williamson,44,Male,Single,735,106793,Salaried,5,3,Bachelor
Corey Jenkins,36,Female,Single,349,168498,Salaried,3,2,High School
Amy Miranda,49,Female,Married,859,20596,Unemployed,6,1,High School
Susan Anderson,41,Female,Married,715,72569,Unemployed,4,2,Master
Jamie Figueroa,44,Female,Married,490,43070,Unemployed,2,1,High School
Stacey Walker,28,Male,Married,815,140132,Salaried,5,2,PhD
Donald Short,57,Female,Married,408,38416,Unemployed,2,1,PhD
Eric Turner,38,Female,Married,728,92968,Self-Employed,6,3,Master
Eric Garcia,58,Female,Married,477,31031,Self-Employed,3,0,PhD
Antonio King,31,Male,Married,722,145207,Unemployed,1,0,Master
James Jones,59,Female,Single,706,69161,Salaried,6,5,Bachelor
Traci Miller,26,Female,Single,712,76619,Self-Employed,6,1,Bachelor
Brett Torres,47,Male,Married,377,35927,Self-Employed,1,0,PhD
Melissa Carter,36,Female,Single,613,61838,Salaried,1,0,PhD
Judy Patel,34,Male,Single,493,125900,Salaried,2,0,Bachelor
Nicole Dalton,27,Female,Single,699,59643,Unemployed,3,2,High School
William Lopez,34,Female,Married,668,130375,Salaried,6,2,Master
Jamie Mcdonald,34,Female,Married,582,149253,Self-Employed,1,0,Master
Aaron Colon,41,Male,Married,548,118574,Unemployed,3,1,Master
Andrea Smith,38,Female,Single,771,153657,Unemployed,3,0,High School
Emily Pennington DDS,60,Female,Single,874,110173,Salaried,4,1,PhD
George Ray,51,Male,Married,486,53625,Salaried,1,0,High School
Julie Delgado,58,Male,Single,539,154060,Self-Employed,2,1,PhD
Sarah Rose,53,Female,Single,327,48229,Unemployed,4,2,Master
Stephanie Rhodes DDS,45,Male,Married,867,77659,Salaried,6,5,Master
Melanie Harris,49,Male,Single,612,104593,Unemployed,6,2,Bachelor
Jamie Castillo,28,Female,Married,427,106874,Unemployed,2,1,Master
Theresa Ward,41,Female,Single,886,69160,Salaried,4,1,PhD
Kyle Leon,59,Female,Single,649,18807,Unemployed,2,1,Bachelor
Valerie Bailey,31,Female,Single,589,176452,Unemployed,6,3,High School
Steven Silva,46,Female,Married,565,35503,Salaried,3,0,PhD
Timothy Rivers,43,Male,Married,653,162843,Self-Employed,1,0,High School
Paula Moreno,45,Male,Single,494,194574,Self-Employed,5,0,Master
Christopher Soto,33,Female,Single,435,178153,Self-Employed,2,0,Master
Connie Ortiz,38,Female,Married,374,31399,Self-Employed,4,2,High School
Anthony Parks,31,Female,Single,355,135017,Salaried,2,0,Bachelor
Monica Baxter,59,Female,Married,493,181637,Self-Employed,3,2,High School
Ruth Evans,43,Female,Single,371,116538,Unemployed,5,4,PhD
Julie Nelson,53,Male,Married,428,104219,Unemployed,5,4,High School
Amber Spencer,22,Male,Married,772,95723,Salaried,6,3,PhD
Robert Johnson,21,Female,Single,373,35360,Unemployed,6,4,Bachelor
Kristen Robertson,26,Male,Single,365,102728,Self-Employed,6,2,PhD
Carol White,50,Female,Married,824,171398,Self-Employed,5,2,Master
Brandon Trujillo,41,Female,Married,704,17214,Unemployed,2,0,Master
Katie Frank,38,Female,Single,590,16107,Self-Employed,3,0,High School
Tyler Johnson,46,Female,Married,354,84170,Salaried,3,1,PhD
Mary Browning,45,Male,Single,403,49271,Salaried,2,1,PhD
Jose Myers,40,Female,Married,372,67914,Self-Employed,4,3,Bachelor
Doris Santiago,37,Female,Single,457,100859,Salaried,2,1,PhD
Patrick Garrett,39,Female,Single,858,132057,Unemployed,2,1,PhD
Erin Villanueva,25,Male,Single,880,16805,Self-Employed,6,1,Master
Timothy Brown,42,Female,Single,677,15602,Self-Employed,6,4,PhD
Erin Jordan,56,Female,Single,517,26053,Unemployed,5,0,Bachelor
Paul Vasquez,22,Male,Married,316,38184,Self-Employed,1,0,PhD
David Baker,58,Female,Married,315,78434,Salaried,6,5,High School
Wendy Rodriguez,60,Male,Married,353,179229,Salaried,2,1,High School
Deanna Mosley,36,Male,Married,704,171431,Salaried,3,0,Bachelor
Haley Clayton,32,Female,Married,305,151340,Unemployed,3,2,Bachelor
James Reynolds,34,Female,Married,345,112548,Unemployed,2,1,PhD
Thomas Kelly,35,Male,Single,807,18365,Unemployed,1,0,Master
Amy Espinoza,21,Male,Married,826,129690,Salaried,4,2,Bachelor
Terri Mitchell,40,Male,Married,704,158157,Salaried,3,0,PhD
Jacqueline Harris,33,Female,Single,466,197213,Unemployed,3,0,Bachelor
Mrs. Jessica Briggs,36,Male,Single,495,151009,Self-Employed,1,0,Master
Elizabeth Frank,59,Male,Married,503,39515,Salaried,5,0,High School
Susan Lucero,28,Female,Married,379,154248,Salaried,1,0,PhD
Stephanie Tran,57,Male,Married,858,18969,Unemployed,6,1,Bachelor
Kelly Downs,24,Female,Married,599,47373,Salaried,2,0,High School
Troy Frye,57,Female,Married,333,148608,Self-Employed,3,1,Bachelor
Christopher Perez,59,Female,Single,392,62228,Unemployed,4,1,Bachelor
Melanie Dillon,45,Female,Single,729,105291,Salaried,1,0,Bachelor
Jacob Smith,33,Female,Single,365,107027,Self-Employed,1,0,High School
Jennifer Porter,33,Female,Single,342,56312,Salaried,4,0,Bachelor
Gary Shelton,53,Male,Single,310,64453,Self-Employed,3,1,Bachelor
Rachel Buchanan,32,Male,Single,491,111929,Salaried,4,3,Bachelor
Joseph Gardner,48,Male,Married,759,110796,Unemployed,3,2,Master
Glenn Pacheco Jr.,27,Male,Married,452,136021,Salaried,1,0,Master
John Johnson,51,Male,Married,524,41141,Salaried,3,0,High School
Anthony Freeman,55,Female,Married,571,169463,Salaried,5,4,PhD
Stephanie Thompson MD,30,Female,Married,420,58045,Salaried,6,5,High School
Emily Bailey,57,Male,Married,381,15868,Unemployed,4,1,Master
John Coleman,44,Male,Single,853,131696,Self-Employed,6,5,High School
Christine Ford,56,Male,Married,509,97419,Salaried,5,4,Bachelor
Samuel Williams,24,Female,Single,637,161728,Self-Employed,1,0,High School
Marissa Stafford,31,Male,Married,595,73793,Unemployed,3,2,Master
Lauren Ramirez,25,Male,Single,391,33363,Salaried,5,2,Bachelor
Daniel Wright,51,Female,Single,381,65708,Salaried,6,0,Master
Martin Jones,34,Male,Married,470,19777,Unemployed,2,1,Bachelor
Jeremiah Brown,59,Female,Married,724,87004,Unemployed,5,2,Master
Shaun Scott,51,Female,Married,446,76256,Salaried,4,0,Bachelor
Jose Davis,49,Male,Single,380,67426,Salaried,4,3,High School
Amy Ortiz,42,Male,Single,868,58581,Self-Employed,4,2,Bachelor
Crystal Flores,59,Female,Married,492,67491,Self-Employed,6,3,Master
Melanie Houston,56,Female,Single,732,102604,Self-Employed,5,2,PhD
Calvin Mora,52,Female,Married,761,94195,Unemployed,6,2,PhD
Luke Mcknight,39,Female,Married,664,89813,Salaried,4,1,High School
Ralph Welch,45,Female,Married,773,46467,Unemployed,2,0,Master
Edwin Dennis,44,Male,Single,764,85673,Unemployed,6,5,PhD
Gary Fleming,55,Male,Single,451,98755,Salaried,4,3,Bachelor
Kathryn Brown,60,Female,Married,877,187570,Unemployed,5,2,PhD
Brandon Robles,34,Male,Married,576,34664,Salaried,3,1,High School
Sherry Allen,27,Male,Married,352,97509,Self-Employed,6,3,Bachelor
